rank,name,version,downloads,kind,baseline_build_secs,slicer_build_secs,speedup,status
1124,warp,0.4.2,40218278,lib,47.03,30.03,1.566,both_built
1125,strip-ansi-escapes,0.2.1,40212809,lib,12.55,2.73,4.597,both_built
1126,mach,0.3.2,40176183,lib,0.56,0,0,baseline_failed
1127,backon,1.6.0,40102125,lib,5.92,8.75,0.677,both_built
1128,equator,0.6.0,40069138,lib,4.42,0.88,5.023,both_built
1129,equator-macro,0.6.0,40054956,lib,3.24,0.51,6.353,both_built
1130,mockito,1.7.2,39824727,lib,93.75,101.91,0.92,both_built
1131,num-cmp,0.1.0,39812661,lib,5.13,0.69,7.435,both_built
1132,async-fs,2.2.0,39776625,lib,10.65,26.88,0.396,both_built
1133,fs4,1.0.2,39717240,lib,3.89,3.1,1.255,both_built
1134,base-x,0.2.11,39701779,lib,1.69,0.57,2.965,both_built
1135,gix-hash,0.24.0,39633738,lib,1.35,0,0,baseline_failed
1136,jsonptr,0.7.1,39608649,lib,19.22,19.69,0.976,both_built
1137,wit-parser,0.247.0,39593567,lib,43.04,89.71,0.48,both_built
1138,windows-future,0.3.2,39542358,lib,0.76,0,0,baseline_failed
1139,standback,0.4.4,39414831,lib,2.75,0,0,baseline_failed
1140,io-uring,0.7.12,39323839,lib,4.85,14.68,0.33,both_built
1141,fake-simd,0.1.2,39319786,lib,2.62,0.17,15.412,both_built
1142,dtoa-short,0.3.5,39223937,lib,8.56,1.15,7.443,both_built
1143,fluent-uri,0.4.1,39177528,lib,33.74,7.39,4.566,both_built
1144,smithay-client-toolkit,0.20.0,39159749,,,,,not_run
1145,hyperlocal,0.9.1,39107601,lib,50.82,50.83,1.0,both_built
1146,vergen,10.0.0-beta.7,39094512,lib,33.96,21.9,1.551,both_built
1147,windows-numerics,0.3.1,39085459,lib,11.23,20.42,0.55,both_built
1148,windows-collections,0.3.2,39083104,lib,11.42,10.4,1.098,both_built
1149,cssparser-macros,0.7.0,39062906,lib,14.66,13.35,1.098,both_built
1150,sentry-types,0.47.0,39002715,lib,114.51,121.56,0.942,both_built
1151,nalgebra-macros,0.3.0,38992310,lib,18.41,27.75,0.663,both_built
1152,time-macros-impl,0.1.2,38852505,lib,18.51,10.81,1.712,both_built
1153,libssh2-sys,0.3.1,38802614,lib,0.32,0,0,baseline_failed
1154,gix-fs,0.20.0,38553104,lib,25.67,32.36,0.793,both_built
1155,ordered-stream,0.2.0,38531519,lib,8.5,18.37,0.463,both_built
1156,curl,0.4.49,38495110,lib,316.1,42.23,7.485,both_built
1157,deflate64,0.1.12,38344077,lib,2.86,0.57,5.018,both_built
1158,tempdir,0.3.7,38225506,lib,14.85,15.37,0.966,both_built
1159,aws-smithy-http-client,1.1.12,38211630,lib,60.44,29.28,2.064,both_built
1160,procfs-core,0.18.0,38164489,lib,37.71,19.46,1.938,both_built
1161,selectors,0.37.0,38052087,lib,113.44,104.63,1.084,both_built
1162,image-webp,0.2.4,38039438,lib,9.25,4.22,2.192,both_built
1163,impl-trait-for-tuples,0.2.3,37978096,lib,13.8,14.34,0.962,both_built
1164,winit,0.30.13,37930559,lib,117.38,149.1,0.787,both_built
1165,foreign-types-macros,0.2.3,37901916,lib,13.56,6.11,2.219,both_built
1166,calloop,0.14.4,37839299,lib,10.38,14.91,0.696,both_built
1167,tokio-metrics,0.5.0,37754619,lib,59.25,30.49,1.943,both_built
1168,include_dir_macros,0.7.4,37733139,lib,19.95,4.4,4.534,both_built
1169,unreachable,1.0.0,37686749,lib,26.54,3.1,8.561,both_built
1170,thread-id,5.1.0,37596449,lib,7.97,3.24,2.46,both_built
1171,faster-hex,0.10.0,37595419,lib,25.22,14.25,1.77,both_built
1172,gix-object,0.59.0,37570073,lib,2.77,0,0,baseline_failed
1173,gix-tempfile,22.0.0,37527046,lib,50.8,35.81,1.419,both_built
1174,dlib,0.5.3,37449229,lib,11.85,2.79,4.247,both_built
1175,onig,6.5.3,37383066,lib,318.44,214.2,1.487,both_built
1176,inferno,0.12.6,37380488,bin,35.88,44.11,0.813,both_built
1177,gix-date,0.15.2,37295498,lib,18.49,14.31,1.292,both_built
1178,onig_sys,69.9.3,37252871,lib,345.71,180.24,1.918,both_built
1179,cargo_toml,0.22.3,37215949,lib,113.1,33.09,3.418,both_built
1180,libflate,2.2.2,37203121,lib,18.74,15.87,1.181,both_built
1181,gix-ref,0.62.0,37180052,lib,11.08,0,0,baseline_failed
1182,gix-glob,0.25.0,37170531,lib,28.71,16.98,1.691,both_built
1183,x11-dl,2.21.0,37162283,lib,16.59,11.45,1.449,both_built
1184,clipboard-win,5.4.1,37155039,lib,2.54,0.21,12.095,both_built
1185,send_wrapper,0.6.0,37071855,lib,8.35,0.35,23.857,both_built
1186,x11rb,0.13.2,37069334,lib,28.39,21.12,1.344,both_built
1187,gix-actor,0.40.1,37057566,lib,45.82,31.11,1.473,both_built
1188,retry-policies,0.5.1,37054666,lib,19.88,11.6,1.714,both_built
1189,gix-lock,22.0.0,37035331,lib,52.84,38.88,1.359,both_built
1190,built,0.8.0,37011595,lib,5.26,8.82,0.596,both_built
1191,wast,247.0.0,36976598,lib,31.29,31.79,0.984,both_built
1192,aws-smithy-observability,0.2.6,36890215,lib,53.5,33.44,1.6,both_built
1193,retain_mut,0.1.9,36877731,lib,37.12,0.25,148.48,both_built
1194,servo_arc,0.4.3,36862749,lib,7.83,5.18,1.512,both_built
1195,gix-config,0.55.0,36724908,lib,4.56,0,0,baseline_failed
1196,rdrand,0.8.3,36687485,lib,20.35,9.68,2.102,both_built
1197,fuchsia-cprng,0.1.1,36619633,lib,1.16,0.16,7.25,both_built
1198,smart-default,0.7.1,36535517,lib,8.27,0,0,baseline_failed
1199,gix-utils,0.3.2,36463166,lib,21.74,8.93,2.434,both_built
1200,pprof,0.14.1,36448820,lib,60.22,53.0,1.136,both_built
1201,mach2,0.6.0,36401960,lib,0.86,0,0,baseline_failed
1202,sentry,0.47.0,36399841,,,,,not_run
1203,gix-config-value,0.17.2,36394839,lib,28.91,35.6,0.812,both_built
1204,sentry-core,0.47.0,36265887,lib,159.57,107.46,1.485,both_built
1205,rustc-hex,2.1.0,36243212,lib,3.51,0.28,12.536,both_built
1206,sized-chunks,0.7.0,36166341,lib,14.32,10.44,1.372,both_built
1207,protobuf-codegen,4.35.0-rc.1,36156955,lib,4.41,0.57,7.737,both_built
1208,kube-derive,3.1.0,36149050,lib,73.25,22.66,3.233,both_built
1209,arraydeque,0.5.1,36140258,lib,1.69,0.45,3.756,both_built
1210,self_cell,1.2.2,36127244,lib,5.47,0.23,23.783,both_built
1211,bech32,0.11.1,36054283,lib,1.62,0.98,1.653,both_built
1212,is_ci,1.2.0,36036149,bin,18.38,5.76,3.191,both_built
1213,multihash,0.19.5,35976564,lib,5.1,2.87,1.777,both_built
1214,kstring,2.0.2,35921388,lib,31.09,7.34,4.236,both_built
1215,windows-threading,0.2.1,35746163,lib,6.14,3.06,2.007,both_built
1216,gix-sec,0.13.3,35722931,lib,16.55,12.52,1.322,both_built
1217,gix-path,0.11.3,35632521,lib,29.1,27.3,1.066,both_built
1218,fern,0.7.1,35398215,lib,5.3,1.37,3.869,both_built
1219,logos-codegen,0.16.1,35390946,lib,37.2,24.52,1.517,both_built
1220,objc2-foundation,0.3.2,35321876,lib,0.8,0,0,baseline_failed
1221,owned_ttf_parser,0.25.1,35305559,lib,10.45,8.26,1.265,both_built
1222,sentry-backtrace,0.47.0,35298209,lib,237.74,264.73,0.898,both_built
1223,reqwest-retry,0.9.1,35289483,lib,154.41,133.53,1.156,both_built
1224,difference,2.0.0,35197853,bin,1.68,0,0,baseline_failed
1225,shell-escape,0.1.5,35174779,lib,14.14,0.41,34.488,both_built
1226,x11rb-protocol,0.13.2,35098008,lib,20.94,10.76,1.946,both_built
1227,test-log-macros,0.2.20,35066599,lib,17.31,15.47,1.119,both_built
1228,console-api,0.9.0,35038646,lib,123.85,73.6,1.683,both_built
1229,prodash,31.0.0,34943637,lib,12.56,43.76,0.287,both_built
1230,console-subscriber,0.5.0,34884857,lib,110.69,64.58,1.714,both_built
1231,error-code,3.3.2,34846902,lib,0.83,0.27,3.074,both_built
1232,yaml-rust2,0.11.0,34825247,lib,25.97,33.13,0.784,both_built
1233,numpy,0.28.0,34768114,lib,71.4,55.91,1.277,both_built
1234,test-case-core,3.3.1,34736461,lib,45.45,21.93,2.073,both_built
1235,winapi-build,0.1.1,34718142,lib,3.85,0.26,14.808,both_built
1236,serde_ignored,0.1.14,34650655,lib,12.35,10.78,1.146,both_built
1237,wasm-timer,0.2.5,34606799,lib,50.64,24.97,2.028,both_built
1238,serde_regex,1.1.0,34589882,lib,45.41,52.14,0.871,both_built
1239,kernel32-sys,0.2.2,34396989,lib,0.25,0,0,baseline_failed
1240,shared_child,1.1.1,34389359,lib,40.01,23.8,1.681,both_built
1241,bitcoin_hashes,0.13.1,34379066,lib,9.2,5.94,1.549,both_built
1242,sentry-panic,0.47.0,34350504,lib,212.91,163.89,1.299,both_built
1243,sqlparser_derive,0.5.0,34349609,lib,173.76,47.32,3.672,both_built
1244,ndk-sys,0.6.0+11769913,34348109,,,,,not_run
1245,enum-map,2.7.3,34317179,lib,18.17,5.12,3.549,both_built
1246,core-graphics-types,0.2.0,34235906,lib,2.91,0,0,baseline_failed
1247,enum-map-derive,0.17.0,34161039,lib,9.17,6.86,1.337,both_built
1248,cached,0.59.0,34105203,lib,31.04,80.69,0.385,both_built
1249,is-macro,0.3.7,34092695,lib,15.2,10.15,1.498,both_built
1250,compiler_builtins,0.1.160,34064649,lib,5.19,0,0,baseline_failed
1251,roaring,0.11.4,34031840,lib,12.98,20.53,0.632,both_built
1252,tonic-prost,0.14.5,33961779,lib,63.56,29.01,2.191,both_built
1253,unicode-bom,2.0.3,33872241,lib,1.41,0.27,5.222,both_built
1254,const-hex,1.18.1,33805822,lib,5.6,4.39,1.276,both_built
1255,sentry-contexts,0.47.0,33783249,lib,236.66,265.94,0.89,both_built
1256,proc-macro-nested,0.1.7,33690496,lib,5.74,0.51,11.255,both_built
1257,cfb,0.14.0,33676928,lib,7.9,5.02,1.574,both_built
1258,libmimalloc-sys,0.1.47,33529470,lib,39.99,14.58,2.743,both_built
1259,winsafe,0.0.27,33528673,lib,2.79,0.25,11.16,both_built
1260,mimalloc,0.1.50,33519544,lib,12.63,9.32,1.355,both_built
1261,compression-codecs,0.4.38,33510176,lib,5.8,1.66,3.494,both_built
1262,email_address,0.2.9,33425404,lib,11.22,7.32,1.533,both_built
1263,impl-more,0.3.1,33295814,lib,4.6,0.19,24.211,both_built
1264,virtue,0.0.19,33186251,lib,6.92,1.09,6.349,both_built
1265,gix-hashtable,0.14.0,33152262,lib,0.84,0,0,baseline_failed
1266,iso8601,0.6.3,33129801,lib,6.41,3.23,1.985,both_built
1267,scheduled-thread-pool,0.2.7,33123568,lib,17.73,8.69,2.04,both_built
1268,plist,1.9.0,33067191,lib,29.38,25.89,1.135,both_built
1269,libflate_lz77,2.2.1,33024600,lib,8.28,13.79,0.6,both_built
1270,ureq-proto,0.6.0,32946613,lib,16.11,14.54,1.108,both_built
1271,fslock,0.2.1,32914654,lib,3.99,2.82,1.415,both_built
1272,bincode_derive,3.0.0,32888308,lib,0.15,0,0,baseline_failed
1273,maybe-async,0.2.10,32776322,lib,14.62,20.24,0.722,both_built
1274,gix-url,0.35.3,32664581,lib,29.67,27.79,1.068,both_built
1275,gix-trace,0.1.19,32564207,lib,4.74,0.22,21.545,both_built
1276,uname,0.1.1,32535491,lib,6.78,1.52,4.461,both_built
1277,metrics-macros,0.7.1,32471535,lib,14.67,52.98,0.277,both_built
1278,rustyline,18.0.0,32420032,lib,48.91,31.75,1.54,both_built
1279,str_stack,0.1.0,32335691,lib,8.18,0.25,32.72,both_built
1280,bimap,0.6.3,32311562,lib,2.0,0.41,4.878,both_built
1281,compression-core,0.4.32,32302312,lib,2.02,0.4,5.05,both_built
1282,rle-decode-fast,1.0.3,32266603,lib,3.99,0.22,18.136,both_built
1283,cranelift-entity,0.131.0,32209377,lib,9.46,10.71,0.883,both_built
1284,gix-traverse,0.56.0,32178664,lib,0.59,0,0,baseline_failed
1285,gix-discover,0.50.0,32092587,lib,2.7,0,0,baseline_failed
1286,memmap,0.7.0,32086046,lib,7.63,4.89,1.56,both_built
1287,pretty_env_logger,0.5.0,31999293,lib,41.54,38.43,1.081,both_built
1288,askama_derive,0.15.6,31976305,lib,47.17,25.18,1.873,both_built
1289,platforms,3.10.0,31948683,lib,5.65,0.61,9.262,both_built
1290,typetag-impl,0.2.21,31944576,lib,13.97,25.07,0.557,both_built
1291,typetag,0.2.21,31944231,lib,44.11,20.57,2.144,both_built
1292,pulldown-cmark-to-cmark,22.0.0,31926720,lib,11.57,11.61,0.997,both_built
1293,gix-revision,0.44.0,31917950,lib,0.72,0,0,baseline_failed
1294,axum-extra,0.12.6,31908092,lib,42.44,50.54,0.84,both_built
1295,askama,0.15.6,31856882,lib,34.57,28.11,1.23,both_built
1296,gix-refspec,0.40.0,31856531,lib,4.48,0,0,baseline_failed
1297,bollard-stubs,1.53.0-rc.29.3.1,31834044,lib,44.0,47.89,0.919,both_built
1298,gix,0.82.0,31752726,lib,113.16,127.8,0.885,both_built
1299,termios,0.3.3,31749530,lib,3.33,9.5,0.351,both_built
1300,data-encoding-macro,0.1.20,31740677,lib,7.6,41.49,0.183,both_built
1301,data-encoding-macro-internal,0.1.18,31731841,lib,5.36,34.23,0.157,both_built
1302,gix-odb,0.79.0,31730871,lib,1.08,0,0,baseline_failed
1303,gix-diff,0.62.0,31727393,lib,7.15,0,0,baseline_failed
1304,gix-pack,0.69.0,31715359,lib,2.39,0,0,baseline_failed
1305,sval,2.18.0,31637504,lib,2.76,0.95,2.905,both_built
1306,serde_test,1.0.177,31632514,lib,48.47,45.25,1.071,both_built
1307,gix-index,0.50.0,31530111,lib,3.18,0,0,baseline_failed
1308,gix-revwalk,0.30.0,31465982,lib,1.65,0,0,baseline_failed
1309,ark-ec,0.6.0,31412627,lib,40.85,31.98,1.277,both_built
1310,sourcemap,9.3.2,31330536,,,,,not_run
1311,cached_proc_macro,0.27.0,31311871,lib,9.28,14.49,0.64,both_built
1312,gix-commitgraph,0.36.0,31297382,lib,1.7,0,0,baseline_failed
1313,ark-serialize-derive,0.6.0,31287783,lib,3.61,4.08,0.885,both_built
1314,clru,0.6.3,31266440,lib,11.53,6.28,1.836,both_built
1315,cranelift-frontend,0.131.0,31243196,lib,115.56,102.09,1.132,both_built
1316,oauth2,5.0.0,31221334,lib,133.84,74.19,1.804,both_built
1317,async-attributes,1.1.2,31155804,lib,11.49,12.75,0.901,both_built
1318,cranelift-codegen,0.131.0,31100664,lib,106.33,80.3,1.324,both_built
1319,ark-poly,0.6.0,31099565,lib,14.4,25.83,0.557,both_built
1320,cranelift-codegen-meta,0.131.0,31029378,lib,15.77,10.06,1.568,both_built
1321,napi,3.8.5,31023639,lib,44.39,29.85,1.487,both_built
1322,cranelift-bforest,0.131.0,31017646,lib,6.77,9.28,0.73,both_built
1323,ndk,0.9.0,30990523,lib,0.27,0,0,baseline_failed
1324,pbjson-build,0.9.0,30969456,lib,63.91,81.58,0.783,both_built
1325,cranelift-codegen-shared,0.131.0,30945286,lib,1.73,0.17,10.176,both_built
1326,rust-embed,8.11.0,30936313,lib,46.65,32.25,1.447,both_built
1327,rlp,0.6.1,30932267,lib,6.54,11.87,0.551,both_built
1328,sealed,0.6.0,30905011,lib,23.23,27.68,0.839,both_built
1329,rust-embed-impl,8.11.0,30797458,lib,45.28,36.27,1.248,both_built
1330,gix-quote,0.7.1,30696506,lib,15.28,9.93,1.539,both_built
1331,regalloc2,0.15.1,30675141,lib,9.62,12.1,0.795,both_built
1332,ripemd,0.2.0,30659840,lib,7.78,15.81,0.492,both_built
1333,byte-unit,5.2.0,30652667,lib,12.27,15.7,0.782,both_built
1334,quick-protobuf,0.8.1,30642576,lib,5.23,1.93,2.71,both_built
1335,opentelemetry_api,0.20.0,30603572,lib,108.11,38.32,2.821,both_built
1336,serde-xml-rs,0.8.2,30589916,lib,29.6,44.74,0.662,both_built
1337,glib-sys,0.22.6,30570350,lib,30.07,18.18,1.654,both_built
1338,rust-embed-utils,8.11.0,30562493,lib,38.77,24.62,1.575,both_built
1339,open,5.3.4,30448073,bin,12.05,8.54,1.411,both_built
1340,wayland-cursor,0.31.14,30415986,lib,33.25,46.68,0.712,both_built
1341,gobject-sys,0.22.6,30401346,lib,31.92,24.23,1.317,both_built
1342,impl-serde,0.5.0,30400427,lib,11.75,8.6,1.366,both_built
1343,libsecp256k1,0.7.2,30353746,lib,64.58,63.67,1.014,both_built
1344,webpki-root-certs,1.0.7,30345903,lib,3.65,5.8,0.629,both_built
1345,napi-sys,3.2.1,30294158,lib,4.05,3.4,1.191,both_built
1346,memfd,0.6.5,30273429,lib,10.63,4.8,2.215,both_built
1347,objc2-core-foundation,0.3.2,30240019,lib,0.63,0,0,baseline_failed
1348,glib,0.22.6,30129471,lib,63.08,26.72,2.361,both_built
1349,nuid,0.6.0,30058829,lib,27.09,38.47,0.704,both_built
1350,lazy-regex,3.6.0,30058052,lib,53.85,20.34,2.647,both_built
1351,bon,3.9.1,30023246,lib,19.85,12.13,1.636,both_built
1352,bon-macros,3.9.1,30016842,lib,28.51,17.02,1.675,both_built
1353,lazy-regex-proc_macros,3.6.0,30008226,lib,51.86,23.37,2.219,both_built
1354,color-spantrace,0.3.0,29988914,lib,32.84,31.17,1.054,both_built
1355,serde_fmt,1.1.0,29973646,lib,28.19,14.38,1.96,both_built
1356,quickcheck_macros,1.2.0,29920617,lib,23.96,13.79,1.737,both_built
1357,slug,0.1.6,29910169,lib,7.08,6.45,1.098,both_built
1358,gix-attributes,0.32.0,29861419,lib,34.42,30.12,1.143,both_built
1359,leb128fmt,0.1.0,29762738,lib,6.83,0.28,24.393,both_built
1360,page_size,0.6.0,29749133,lib,10.3,2.81,3.665,both_built
1361,enumset,1.1.10,29729713,lib,20.78,9.26,2.244,both_built
1362,value-bag-serde1,1.12.0,29699758,lib,19.32,9.92,1.948,both_built
1363,postcard,1.1.3,29630641,lib,51.83,44.39,1.168,both_built
1364,nkeys,0.4.5,29620703,bin,22.13,29.78,0.743,both_built
1365,nb,1.1.0,29607419,lib,1.7,0.26,6.538,both_built
1366,imgref,1.12.0,29524413,lib,12.31,0.36,34.194,both_built
1367,wasm-metadata,0.247.0,29523610,lib,158.5,106.81,1.484,both_built
1368,napi-derive,3.5.4,29483848,lib,25.96,12.89,2.014,both_built
1369,delegate,0.13.5,29482970,lib,18.28,9.97,1.834,both_built
1370,signatory,0.27.1,29422763,lib,32.74,25.03,1.308,both_built
1371,enumset_derive,0.14.0,29397512,lib,19.51,22.54,0.866,both_built
1372,wit-component,0.247.0,29350926,lib,110.49,104.08,1.062,both_built
1373,regress,0.11.1,29330269,lib,29.87,17.7,1.688,both_built
1374,deflate,1.0.0,29302514,lib,3.63,3.31,1.097,both_built
1375,gix-command,0.8.1,29271069,lib,24.66,25.61,0.963,both_built
1376,gix-worktree,0.51.0,29266382,lib,5.61,0,0,baseline_failed
1377,wasm-bindgen-test,0.3.68,29229672,lib,46.52,25.99,1.79,both_built
1378,serde_nanos,0.1.4,29209610,lib,18.13,48.76,0.372,both_built
1379,spinning_top,0.3.0,29206567,lib,41.16,24.02,1.714,both_built
1380,graphql-parser,0.4.1,29177438,lib,27.82,25.62,1.086,both_built
1381,unit-prefix,0.5.2,29153378,lib,1.99,0.24,8.292,both_built
1382,cached_proc_macro_types,0.1.1,29035987,lib,18.57,0.28,66.321,both_built
1383,finl_unicode,1.4.0,29021052,lib,3.0,0.54,5.556,both_built
1384,bitstream-io,4.10.0,29018849,lib,10.44,8.37,1.247,both_built
1385,sval_json,2.18.0,28991854,lib,7.06,5.06,1.395,both_built
1386,gix-ignore,0.20.0,28976363,lib,28.91,54.2,0.533,both_built
1387,sval_fmt,2.18.0,28933805,lib,8.6,5.66,1.519,both_built
1388,sval_dynamic,2.18.0,28930480,lib,8.92,5.23,1.706,both_built
1389,sval_buffer,2.18.0,28922725,lib,15.68,23.75,0.66,both_built
1390,sval_serde,2.18.0,28911374,lib,19.01,28.08,0.677,both_built
1391,wayland-protocols-wlr,0.3.12,28907264,lib,16.19,26.01,0.622,both_built
1392,sval_ref,2.18.0,28862791,lib,6.35,7.95,0.799,both_built
1393,inherent,1.0.13,28845439,lib,7.81,9.73,0.803,both_built
1394,prometheus-client,0.24.1,28843887,lib,14.27,16.42,0.869,both_built
1395,webbrowser,1.2.1,28831669,,,,,not_run
1396,sha256,1.6.0,28781497,lib,58.51,63.57,0.92,both_built
1397,napi-derive-backend,5.0.3,28767437,lib,20.15,27.73,0.727,both_built
1398,cobs,0.5.1,28714226,lib,12.41,12.6,0.985,both_built
1399,metrics-exporter-prometheus,0.18.1,28714141,lib,174.67,123.02,1.42,both_built
1400,pbjson,0.9.0,28700709,lib,51.1,39.84,1.283,both_built
1401,wasm-bindgen-test-macro,0.3.68,28688921,lib,15.56,6.13,2.538,both_built
1402,value-bag-sval2,1.12.0,28647311,lib,12.14,8.8,1.38,both_built
1403,gix-transport,0.56.0,28630438,lib,42.91,42.75,1.004,both_built
1404,glib-macros,0.22.6,28606955,lib,35.22,34.68,1.016,both_built
1405,string-interner,0.19.0,28594633,lib,10.41,4.87,2.138,both_built
1406,bollard,0.20.2,28587820,lib,64.26,110.08,0.584,both_built
1407,gix-protocol,0.60.0,28580131,lib,5.26,0,0,baseline_failed
1408,gix-chunk,0.7.1,28566838,lib,12.55,10.49,1.196,both_built
1409,tera,2.0.0-alpha.3,28565532,lib,28.33,47.29,0.599,both_built
